audio_file,text_file,audio_length,transcription_time(s)
10_20_2023.m4a,10_20_2023.txt,99m 35s,239.8812792301178
10_06_2023.m4a,10_06_2023.txt,114m 24s,305.41109466552734
09_22_2023.m4a,09_22_2023.txt,113m 15s,293.64086294174194
09_29_2023.m4a,09_29_2023.txt,120m 55s,304.54609990119934
10_12_2023.m4a,10_12_2023.txt,61m 41s,144.57099032402039
